"Komentar","Kategori","",""
"emina skincare : 🥺
 emine lip care : 🌹♥️","Netral","",""
"aku pake yg ijo bkin nglembabin ++ cerahan plss","Positif","",""
"beneran ga sii, tkt iklan doang weh😭","Negatif","",""
"kata kawanku bibirku menghitam habis pake itu😭😭🙏","Negatif","",""
"demi apa fyp?🤩💓","Netral","",""
"aku pake yg pink,baguss bgtt hasilnya.ga nyesel bgt beli ituu","Positif","",""
"lip masknya bagus bgtttt, lembabnya ga lebay yang cuma minyakan doang. ringan bgt lagi","Positif","",""
"Semua produk emina buat bibir bagus semua gada yg gagal😇😭❤","Positif","",""
"aku pakek lip scrub, lip mask, sama lip blam nya sumpah bagus pol","Positif","",""
"aku pake yg matcha ringan bgtt 💋","Positif","",""
"aku juga pake Emina yg ijo,bagus banget buat bibir aku jdi lembab,dan ga kering","Positif","",""
"toko kosmetik lngkap gni di setiap daerah ada gk ya?hehe","Netral","",""
"PLISSS INI BAGUS BNGETT APALAGI YANG PINK, POKOK NYA PRODUK EMINA BAGUS BNGETT SUMPAH DEHH!","Positif","",""
"lip mask yang warna pink, bagus bgt PLS?!!! SUKAAKKKKK 💕💕","Positif","",""
"AKU MAKE PINK SAMA MERAHH🥰","Positif","",""
"ini ganti packaging atau gimana yaa. ko punyaku bedaa😭","Negatif","",""
"aku pake yg ijoo😘 lumayan sih 1 minggu lumayan cerah","Positif","",""
"pengen pake sleep mask tapi kayanya ga bisa deh soalnya setiap bangun pasti posisi nya tengkurep 😭😭","Netral","",""
"kok akunya hilg paginya😔😔","Negatif","",""
"aku pkee yg pink, beneran baguuss bibir aku jdi pink lgi ga kaya dlu item😁😁✌️","Positif","",""
"klo smisal lip masknya ke jilat sm ke telen aman ga kak? takut soalnya😭","Netral","",""
"sukak yg orange","Positif","",""
"urutan make ny gmna ka?","Netral","",""
"aku aja guna produk yg emina karna sesuai pake ke mukaa aku","Positif","",""
"saran dong buat bibir item trs kering","Netral","",""
"Gaada perubahan nyink😔","Negatif","",""
"b aja pake sugar rush 🤪","Negatif","",""
"kok sulit percaya ya, Krn meliaku banyak, bisanya ya counter di dokter","Negatif","",""
"milia akibat dari apa ya?
 serius tanya.
 kakak saya banyak bgt milia gitu dimukanya.","Netral","",""
"mau cepet ke salon.. couter..
 500rb kelar bersih..
 dulu milia ku banyak disekitar mata ... ga nyaman banget","Negatif","",""
"Itu banyak di leher bisa juga ga ka","Netral","",""
"gw pake hampir tiap malam milia ku emeng hilang tapi proses nya lama bgt. aku pakai 2 sampai 3 bulan baru keliatan hasil nya","Positif","",""
"saya cm pke 2x z udah copot milianya... pertama ny g percaya siihh. tp skrg dah terbukti🥰","Positif","",""
"KL milia q pas di bulu mata KK..apa GK bhayakh","Netral","",""
"kalau buat syrigoma bisa gak kk","Netral","",""
"kalau dpakek tiap hari emang gak boleh kk","Netral","",""
"bisa menghilangkan tailalat","Positif","",""
"kena mata amankah produknya?","Netral","",""
"klo syringoma bisa hilang ngga ka","Netral","",""
"ini benar kk bisa menelurkan milia","Positif","",""
"hawany pedih gk kmata","Netral","",""
"apa bsa buat menghilangkan kutil?","Netral","",""
"maaf iti bs buat plex item d tgn atau kaki bisa gk 🙏","Netral","",""
"dipake di kelopk mata serius g bhaya","Netral","",""
"kalo buat flek hitam pakai yang mana kak","Netral","",""
"kena mata aman gak","Netral","",""
"q pake pertama kali cekat cekit","Negatif","",""
"panas gk kak rasanya","Netral","",""
"papilom sm milea sm tidak ka","Netral","",""
"kalau bintik-bintik kecoklatan kayak tahilalat yg timbul gitu bisa copot juga ga kak?","Netral","",""
"milea itu seperti tahilalat kan🙏","Netral","",""
"sempet mikir ke makan iklan,tp alhamdulliah belum 1 bulan udah copot🥰","Positif","",""
"saya sudah beli serumnya ...gak copot sih ...tp menipis melianya dan tidak bertambah banyak ...menipis hampir hilang malah","Positif","",""
"kalau berpori kecil gimana kak?","Netral","",""
"review jujur plis","Netral","",""
"saya udah co","Netral","",""
"q punya 4 di muka dicouter dokter anastesi aja gk sampai 5menit bersih.","Positif","",""
"bener gak kak bisa ilang tu..karna mulai banyak nimbul dibawah mata aku😞","Netral","",""
"baru tau ini yg namanya milia 😁🫣","Netral","",""
"allhamdulilah milia ku yg deket mata udah ilang tadinya ragu tapi bener ""top","Positif","",""
"bagus","Positif","",""
"ini bnr ampuh ga ka please review jujurnya🥺","Netral","",""
"aku udh coba banyak produk bahkan retinol yg harganya orng sultan tapi gk ilang ilang😔 semoga produk ini bisa ilangin Melia ku","Negatif","",""
"sy tahu milia itu harus ada penangan dokter kulit....ga bisa dgn cream atau serum tetep harus ada bedah sm dokter kulit","Negatif","",""
"dket mata...takut perih","Negatif","",""
"pas bener
 dimata aku juga ada sama kaya gituh","Netral","",""
"sy punya milea kadang copot sendiri
 kerasa gatel trus Garuk2 sampe terasa pedih ehh copot deh","Netral","",""
"serius iih dlm hitungan hari Milia bisa hilang bersih...","Positif","",""
"aku dh coba bnrn copot tp tumbuh lg😞","Negatif","",""
"emang iya..aku juga di mata ada kutil2 aku obat itu ga ada hasilny","Negatif","",""
"Kelamaan di cauter lgsg ilang,200rb beres","Negatif","",""
"masak sih","Negatif","",""
"beneran aku pengen bgt","Positif","",""
"saya juga banyak milia sudah konsul katanya d laser aja..
 belum diapa apain malah beratambah milianya","Negatif","",""
"aku nambah pake itu😳","Negatif","",""
"Mau coba juga 🥰","Positif","",""
"Hny bisa hilang dgn cauter","Negatif","",""
"ahh yg benar","Netral","",""
"yg bnr?","Netral","",""
"di kelopak mataku banyak banget🥺 klo bener bisa hilang mau beli","Netral","",""
"promo yg jujur sj dong","Negatif","",""
"punyaku blm copot mbak","Negatif","",""
"gak percaya","Negatif","",""
"hoax","Negatif","",""
"bisa gk untk noda hitam di wajah & kayak tai lalat bgtu","Negatif","",""
"hnya bisa di laser di klinik kecantikan","Negatif","",""
"betulla serum ni
 karna aku mnderita sprti itu juga","Netral","",""
"Sdh habis 1 botol, tp blm lepas kak, gimana dong ???","Negatif","",""
"kena mata gpp ka aq ad dibawah persis","Netral","",""
"yg udh co. bnern gx","Netral","",""
"bisa copot Bun kutilny","Positif","",""
"takutnya pas udah dpake ampe habis hasilny zonk !!! djamin ngga ?????","Negatif","",""
"kalo boong bisa dosa nga yhh??? soalnya q udh bnyakn mkn iklan😩","Negatif","",""
"pokoknya pelembab dari dr Kamila semua nya bagus bikin kulit lembab dan cerah","Positif","",""
"udah tercyuni dokter kamila neh....otw tube ke 3 🥰🥰🥰🥰","Positif","",""
"gg pernah di bls dok 🥺","Negatif","",""
"suka cocok bangettt tapi isi nya dikit😭😭","Positif","",""
"dok aku sudah order paket acne ultimate, trnyata memang ga ada moist zel nya ya dok?","Netral","",""
"waktu pemakaiannya pagi doang atau bisa pagi dan malam?","Netral","",""
"kmr cm 50 skr kok mhl","Negatif","",""
"dok aman untuk bumil ya","Netral","",""
"cocok sih, mau beli lagi tapi isinya sedikit","Positif","",""
"Dok ko aku pake produk isi produknya suka dikit, wadah aja yg gede dalem nya dikit","Negatif","",""
"aku putih banget, tapi wajah gelap, pori gede, jerawat jarang ( kadang2 aja)
 skincare lngkap untk balikin ke tune asli + pori besar ap? yg dr hnh","Netral","",""
"dok skincare yg mencerahkan apa ya soalnya kulit ku susah putih udh pake skincare lain masih tetep","Netral","",""
"punyaku dah dtg, bismillah cocok 😌","","",""
"Alhamdulillah udah beli sama sunscreen nya sekalian 🥰","Positif","",""
"memang bagus banget dan ampuh untuk jerawat","Positif","",""
"iiih aku udh beli itu lhooo,","Positif","",""
"Saking bagusnya dok, cepat banget habisnya🥺😂","Positif","",""
"udh bel pelembabi tsb lsg 2pot sm acneskincare H&H jg lsg 2pot jg insya allah cocok","Positif","",""
"aku pake ini malah tambah banyak dok jerawat nya","Negatif","",""
"dok aku pke itu ko komedo aku ga ilang2. katanya noncomedo Genic'(","Negatif","",""
"dr dr rata rata ngasih edukasiii duluu. baruu deh nyantumin produknya","Netral","",""
"dokk knapa aku malah jerawat batu yaa ☹️","Negatif","",""
"dok. cocok untuk. tipe kulit normal dan berminyak Ga. alhamdulillah aku Ga ada jerawat .. boleh Ga dok aku pake mosterizer dari dokter","Netral","",""
"lnsung naik hrgnya stlh viral","Negatif","",""
"Suka sekalii pokoknya . . 🥰","Positif","",""
"keren ini🥰","Positif","",""
"alhamdulillah, produknya bagus sekali buat acne","Positif","",""
"Memang terbaik ini dok ☺️☺️☺️","Positif","",""
"Dipakenya dingin…aku suka moisturizer ini..","Positif","",""
"aku syukaaa🥰","Positif","",""
"q juga pake ini..mskpn blm bs beli 1 paket tp gpp..tetep semangat ini mo order lg","Positif","",""
"best pokok nya🥰","Positif","",""
"kak,ada shopee kakak gak?soalnya tiktok shop saya gak bisa😌","Netral","",""
"masih bikin berjerawat sih , cuma moisturizer gel nya berfungsi untuk mencerahkan dan muka tidak berminyak😅","Positif","",""
"emnk bgus bgt sunscrean nanya aq suka","Positif","",""
"dapet 17k jir","Netral","",""
"dok muka saya setiap kepanasan merah dan kulitnya udah tipis bisa sembuh ga pake ini","Netral","",""
"buat ibu ibu umur 50han dokter yg mana","Netral","",""
"moisturizer nya memang bgs bngt sih Tpi isinya dikit...pngen beli lagi tapi masih blum ada uang 😁","Positif","",""
"pwol suka sama moisturizer ini dok","Positif","",""
"butuh review jujur
 muka gw banyak bekas jerawat nya🥺","Netral","",""
"KK kulit ku kering kasar bagus GK pkai pelembab ini...kata ny pelembab ny untuk berjerawat.kulit ku GK berjerawat..","Netral","",""
"cara konsultasinya gimna","Netral","",""
"Jerawat Ku malah nambah pakai pelembab ini","Negatif","",""
"dok kpn moiz nya promo lg 40k.","Netral","",""
"Psket saya brlum ssmpe2 dah 10 hari dok","Negatif","",""
"katanya buat berjerawat yg moist gell hadeh mna cekout yg moist lagi","Negatif","",""
"aku udah pake seminggu timbul jerawat on off
 tetep di teruskan atau bagaimana dok
 aku pake yg paket acne","Negatif","",""
"PENGIRIMAN LAMA BGT DOK","Negatif","",""
"baru banget nyobain dan enak banget! kl boleh bilang bakal lebih yahud buat aku kl kemasannya lbh ringkes kali ya.. sayang banget sm moist eniihh🤝❤️","Positif","",""
"trima kasih dok mil yg baik dan cantik...di disc murih bgt...🥰🥰🥰sehat slalu ya dok","Positif","",""
"ini ngunci minyak buangetttt. Kulit berminyak jadi normal","Positif","",""
"jujur di kulit gue yg acne prone dan berminyak kok jd merah ya klo dipakein ss azarine😁 wah produknya apatis, gbsa dimix brand lain🥺","Negatif","",""
"aku jga pke basic skincare dri H & H ccok tgal bekas nya dok gilangin nya gmna","Positif","",""
"maaf dok bisa di gabung sama vit c. engga. moisturizer nya","Netral","",""
"buat yng kulit brminyak bisa gk dok","Netral","",""
"ajinomoto","Netral","",""
"sayang isinya sdikit bngt dok, baru pake dia minggu udah habis😭","Negatif","",""
"dok kenapa si jerawat ku on off terusss 🥺","Negatif","",""
"dok.. kok aku pake bruntusan makin banyak ya😳","Negatif","",""
"cocok banget pake ini","Positif","",""
"Cara hilangin bekas jerawat merah gmna yaa","Netral","",""
"aku pake ini🥰","Positif","",""
"kok harganya naik sih dok","Negatif","",""
"Udh cocok pake hnh tpi kalau untuk anak yg uang jajanya pas2an gk cocok, dia bagus tpi mahal😭","Negatif","",""
"mahal bgt 10 gram 60 K","Negatif","",""
"Cinta banget♥️♥️","Positif","",""
"dokternya mirip nora fatehi 😳","Netral","",""
"ini berapa ml dok?","Netral","",""
"dok, solusi untuk milia apa ya?
 🥺","Netral","",""
"kapan discon lagi dkter","Netral","",""
"dok saya salah c.o malah c.o pelembab untuk kulit kering padahal kulit saya berminyak
 gmna dok?boleh gk di pake sayang soalnya","Netral","",""
"muka aku kok malah kering yah dok.terus gatal"" 🥺 kulit muka jg terkelupas terus merah"" 🥲","Negatif","",""
"udh tanya blm d jwb dok..😏","Negatif","",""
"memeng sebagus itu. 1minggu pake muka jadikinclong. aku gak boong dok. makasi sebagus itu🥰","Positif","",""
"bagus banget emang kak, baru make beberapa hari
 kecil tp agak mahal menurut kantongku 😅","Positif","",""
"gw lagi nabung buat beli h&h","Netral","",""
"Emg bgs aq dh pke cpt bgt meresap dn glowing 😍😍😍😍","Positif","",""
"moist untuk mngglowingkan dok dri hnh apa ya","Netral","",""
"Rekomendad","Positif","",""
"bisa di pakai bareng produk msgl*w kak?","Netral","",""
"dok muka saya suka gatel tiba bentolan gitu padahal ga kena nyamuk/serangga kira2 penyebab nya apa ya??","Netral","",""
"kenapa harganya makin mahal sih dok🥺","Negatif","",""
"Aku cinta bangetttt sama moisturizing H&H ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️","Positif","",""
"kmren 50 ya Allah aongkir juga murh itu kmren😏","Negatif","",""
"dok mau buat bintik hitam apa ya...?","Netral","",""
"gw korban FLKS","Negatif","",""
"dok sunscren yang cocok kulit sensitif yang kulit kering dok.soalnya saya Uda pakai Ward*h dan lor*Al gak cocok malah bikin kering dan gatal gatal","","",""
"🥺","Negatif","",""
"sok aku suka bngt mke, serum dll, tapi jdi keliatan muka aku kusem gitu","Negatif","",""
"bagus mana SM skintific","Netral","",""
"kalau pakek Pelembab gel citra dok, apakah bagus","Netral","",""
"bagus sih dok. tapi cepet abis😂 cuman kepake 3 hari smaa aku dok","Positif","",""
"dok, kok makin hari makin mahal si, buat mahasiswi pengangguran kek aku berat banget😭","Negatif","",""
"Gils hnh naikknya ga kira kiraaa 💔","Negatif","",""
"aku pakek sunscreen malah komedoan🥺","Negatif","",""
"dok kenapa harga na naik, padahal dah cocok pke krim yg doktor😌 jadi galau lagi🥺","Negatif","",""
"Kalau waktu pertama pemakaian kerasa gatal wajahnya itu cocok atau enggak dok?","Negatif","",""
"harganya jd naik hampir 2xlipat 😢","Negatif","",""
"bismillah aku udah order nih dok,smg cocok sama nightcream jerawat,krn aku capek bnget skincarean gk ad yg mempan,
 @dr.Kamila Jaidi dok","Netral","",""
"konsultasi melalui WA+IG blm dibls""nih dok dr kmrn, pdhl ku tungguin bgt nih karna stlh pemakaian produk🥺 dok@dr.kamilajaidi","Negatif","",""
"please ini bagus🥰 tapi di aku cepat habis😌 apa akunya aja yg teralu kalap kalau make😂😂","Positif","",""
"😁Jika Anda tertarik, Anda dapat menemukan saya setelah siaran🥰🥰","Positif","",""
"dok buat yg gede","Netral","",""
"pertama kali pake ini bagus bangeet... cuss beli lagi dong satu paket platinum acne proneskin🥰","Positif","",""
"dok aku baru paki 2 hari jerawat yg tadi nya hitam kering tapi gede2, sekarang jadi pDa merah kenapa itu yah","Negatif","",""
"aku pake dan hasilnya woow","Positif","",""
"sayang nya cepet abis juga tp gak papa recommend banget.andai ada tube gede nya wkwk","Positif","",""
"ko mlh gatel dan bruntusan yaa di aku","Negatif","",""
"dok isinya kurang banyakkkkkjk","Negatif","",""
"dok kenapa di flekku Aja sering merah ya","Negatif","",""
"banyakin isinya dok, cepet abis 😂","Negatif","",""
"knp aku pake gituan malah jerawatan si🥺🥺🥺.. padahal berharap banget cocok","Negatif","",""
"mau nyaranin donggg,isinya di banyakinnn🥺
 bagusss,tpi kurang banyak isinyaaa","Negatif","",""
"beneran q baru nyoba moisturizer ini enak bgt di wajah..gak lengket cpt meresap jg 🥰🥰🥰🥰","Positif","",""
"sunscreen buat kulit berminyak dan berjerawat dong dok🥺","Netral","",""
"jwab dong kak untuk poro2 besar make apa yaa","Netral","",""
"bisa nyembuhin jerawat batu dan beruntusan tdk dok???
 krn kulitku skrg lagu rusak. bertekstur pula","Netral","",""
"gak mau bonus nya, mau nya bonus nya isi nya lebih banyak 😂","Negatif","",""
"mau tanya dong tolomg bantu jawab,kalo misal hanya cumuk tris langsung pake itu buat sehari² bisa g,atau emang harus pake skincare yang lain juga..??","Netral","",""
"Adain d lazada dong dokter spya sy jg bs pakai soalnya d shoppy GK bs cod🥺🥺","Negatif","",""
"10 gr 🫤","Negatif","",""
"loh katanya dokter ga bole ngendors produk2 skincare 😌","Negatif","",""
"Dok gimana caranya meredakan bopeng. tanpa laser","Netral","",""
"Alhamdulillah pake moisturizer dari h&h cocok dok🖤 BTW takaran penggunaan moisturizer Gimana dok? takut kebanyakan atau kekurangan🤭","Positif","",""
"sekarang fokus cari yang pasti2 aja bosan kemakan iklan terus😪
 boro boro putih
 uang habis iya😂😂","Negatif","",""
"bagus kok, aku udh mau abis 2 btl, pas pulang kmpung dikira suntik putih🥰","Positif","",""
"emang bisa dipercayakh seputih itu 😳😳🥺🥺","Netral","",""
"awalnya saya ragu produk ini tp saya cb co dn mmg hasilnya mantul kalo kn sinar mta hri kulit mkin glow gak dempul","Positif","",""
"hah serius mooi? woii lah😭🫶serum nya aja bikin aku jatuh cinta","Positif","",""
"takut jdi korban iklan 😁","Negatif","",""
"ternyata aku gak sendirian 😭","Netral","",""
"sy beli susu milky chermes kulit putih lmbab halus n g capk prawatn rasany enak","Positif","",""
"apa cuma d saya yg ga ada kelihatan putih nya🙂","Negatif","",""
"emang langsung putih tpi jgn coba kulit badak ada entar seperti warna abu😩","Positif","",""
"Aku sudah pakai tp abu2 hasilnya di kulitku 🥺😅","Negatif","",""
"aku udah pakek selama 3 bulan lebih kulitbtangan yg flek coklatnsudah mulai memudar","Positif","",""
"takut","Negatif","",""
"putih pas di pake aja ,udah gak pke normal lg😁,pake y MLM biar GK dempul","Negatif","",""
"aku udah habis 3 botol' Aku baru nyadar kenapa gk ada tulisan Halal ea[speechless]","Negatif","",""
"Hb albino 250gram mantul","Positif","",""
"siku siku aku hilng warna item pekatnya","Positif","",""
"emang beneran bisa putih kh","Netral","",""
"q udah pakek 10 botol gak seputih itu woyyy😂🥲","Negatif","",""
"bagus","Positif","",""
"tidak bisa cod kah","Netral","",""
"Mau🥺","Positif","",""
"yg bner hanya inpus whitening😌 rajin luluran pke lotion brightening n sunscreen.","Negatif","",""
"samaaa mbaaak malahan tgn ku dempul 😭","Negatif","",""
"aku udh mau abis 6 btol 🥰 syukak","Positif","",""
"gk percaya","Negatif","",""
"Bagus banget euy😍","Positif","",""
"saya Juga saking pengen punya kulit pUtih semua produk lotion di pakek Tp hasilnya Nol kecuali infUs whitening baru bisa putih tpi mehong harganya","Negatif","",""
